id,enunciado,prompt,it1_comp_decomposicao,it1_comp_reconhecimento_padroes,it1_comp_abstracao,it1_comp_algoritmos,it1_comp_generalizacao
2006-38,"Considere o programa:
```
program p;
   var n: integer;
   function f(n: integer; var k: integer): integer;
      var p,q:integer;
   begin (* f *)
      if n < 2
         then begin
               f :=n;
               k := 0
            end
         else begin
               f := f(n-1, p) + f(n-2, q);
               k := p + q + 1 
            end;
      write(n,' ',k,'; ')
   end (* f *); 
   begin
   n := 4; 
   write (f (3,n) ,n)
   end.
```
A complexidade desse Algoritmo é:","
QUESTÃO:
Considere o programa:
```
program p;
   var n: integer;
   function f(n: integer; var k: integer): integer;
      var p,q:integer;
   begin (* f *)
      if n < 2
         then begin
               f :=n;
               k := 0
            end
         else begin
               f := f(n-1, p) + f(n-2, q);
               k := p + q + 1 
            end;
      write(n,' ',k,'; ')
   end (* f *); 
   begin
   n := 4; 
   write (f (3,n) ,n)
   end.
```
A complexidade desse Algoritmo é:
",True,True,False,True,True
2006-63,"Considere o programa Prolog:
```  
blabla([ ],L,L).
blabla([X|L1],L2,[X|L3]):- blabla(L1,L2,L3).
```
Quantas possíveis respostas a interrogação abaixo fornece (considerando o *backtracking*)?
```
?- blabla(L1,L2,[a,b]).
```","
QUESTÃO:
Considere o programa Prolog:
```  
blabla([ ],L,L).
blabla([X|L1],L2,[X|L3]):- blabla(L1,L2,L3).
```
Quantas possíveis respostas a interrogação abaixo fornece (considerando o *backtracking*)?
```
?- blabla(L1,L2,[a,b]).
```
",True,False,False,True,False
2022-49,"O paralelismo em nível de instruções existe quando as instruções de uma sequência são independentes e, assim, podem ser executadas em paralelo por sobreposição. Como um exemplo do conceito de paralelismo, considere dois pedaços de código (A e B) a seguir (JOUPPI, 1989):

|Código A|Código B|
|-|-|
|`Load R1 ← R2`|`Add R3 ← R3, “1”`|
|`Add R3 ← R3, “1”`|`Add R4 ← R3, R2`|
|`Add R4 ← R4, R2`|`Store [R4] ← R0`|

Assinale a alternativa INCORRETA a respeito do paralelismo.","
QUESTÃO:
O paralelismo em nível de instruções existe quando as instruções de uma sequência são independentes e, assim, podem ser executadas em paralelo por sobreposição. Como um exemplo do conceito de paralelismo, considere dois pedaços de código (A e B) a seguir (JOUPPI, 1989):

|Código A|Código B|
|-|-|
|`Load R1 ← R2`|`Add R3 ← R3, “1”`|
|`Add R3 ← R3, “1”`|`Add R4 ← R3, R2`|
|`Add R4 ← R4, R2`|`Store [R4] ← R0`|

Assinale a alternativa INCORRETA a respeito do paralelismo.
",True,True,True,False,False
2013-32,"Analise os trechos de código em linguagem de programação C a seguir.

**Trecho 1**
```
main()
{
  int mat[2][2] = {{1,2},{3,4}};
  int i,j;
  for (i=0;i<2;i++)
    for (j=0;j<2;j++)
    printf(""%d\n"",mat[i][j]);
  system(""pause"");
}
```

**Trecho 2**
```
main()
{
  int mat[2][2] = {{1,2},{3,4}};
  int *p = &mat[0][0];
  int i;
  for (i=0;i<4;i++)
    printf(""%d\n"",*(p+i));
  system(""pause"");
}
```
Com base nesses trechos, assinale a alternativa correta.","
QUESTÃO:
Analise os trechos de código em linguagem de programação C a seguir.

**Trecho 1**
```
main()
{
  int mat[2][2] = {{1,2},{3,4}};
  int i,j;
  for (i=0;i<2;i++)
    for (j=0;j<2;j++)
    printf(""%d\n"",mat[i][j]);
  system(""pause"");
}
```

**Trecho 2**
```
main()
{
  int mat[2][2] = {{1,2},{3,4}};
  int *p = &mat[0][0];
  int i;
  for (i=0;i<4;i++)
    printf(""%d\n"",*(p+i));
  system(""pause"");
}
```
Com base nesses trechos, assinale a alternativa correta.
",True,True,False,True,False
2018-68,"A fase de análise sintática de um compilador pode ser implementada através de reconhecedores (*parsers*) de gramáticas livres de contexto, com estratégias ascendentes (*bottom-
up*) ou descendentes (*top-down*). Considere a gramática com cinco produções abaixo, sendo que são não terminais os símbolos S e A, sendo o primeiro o símbolo não terminal inicial da gramática, e, os demais, símbolos terminais:
$$
\begin{align*}
&\text{S → Aa} \\
&\text{S → bAc} \\
&\text{S → bc} \\
&\text{S → bda} \\
&\text{A → d}
\end{align*}
$$
Analise as seguintes assertivas:

I. A gramática é reconhecida por um analisador preditivo LL(1), pois as características da gramática não inibem a construção da tabela de reconhecimento.\
II. Esta gramática não é reconhecida por um analisador LR(0), pois existe um conflito do tipo empilha-reduz no estado que contém os seguintes itens LR(0) “S -> bd . a”, e “A → d”.\
III. A gramática é reconhecida por uma analisador SLR(1), pois ele resolve o conflito do tipo empilha-reduz LR(0).\
IV. A gramática é LR(1).

Quais estão corretas?","
QUESTÃO:
A fase de análise sintática de um compilador pode ser implementada através de reconhecedores (*parsers*) de gramáticas livres de contexto, com estratégias ascendentes (*bottom-
up*) ou descendentes (*top-down*). Considere a gramática com cinco produções abaixo, sendo que são não terminais os símbolos S e A, sendo o primeiro o símbolo não terminal inicial da gramática, e, os demais, símbolos terminais:
$$
\begin{align*}
&\text{S → Aa} \\
&\text{S → bAc} \\
&\text{S → bc} \\
&\text{S → bda} \\
&\text{A → d}
\end{align*}
$$
Analise as seguintes assertivas:

I. A gramática é reconhecida por um analisador preditivo LL(1), pois as características da gramática não inibem a construção da tabela de reconhecimento.\
II. Esta gramática não é reconhecida por um analisador LR(0), pois existe um conflito do tipo empilha-reduz no estado que contém os seguintes itens LR(0) “S -> bd . a”, e “A → d”.\
III. A gramática é reconhecida por uma analisador SLR(1), pois ele resolve o conflito do tipo empilha-reduz LR(0).\
IV. A gramática é LR(1).

Quais estão corretas?
",True,True,False,True,False
2015-28,"Considere o seguinte código desenvolvido em Java.
```
public class Animal {
    int numeroPatas;
    public void fale (){};
}
public class Cao extends Animal {
    public void fale() {
       System.out.println (""au au"");
    }
}

public class Gato extends Animal {
    public void fale() {
        System.out.println (""miau"");
    }
}

public class GatoPersa extends Gato {
    public void fale() {
        System.out.println (""miauuuu"");
    }
}

public class Tigre extends Gato {
    public void fale() {
        super.fale();
        System.out.println (""rrrrrr"");
    }
}

public class Principal {
    public static void main(String[] args) {
        Gato gato = new GatoPersa();
        gato.fale();
        Cao cao = new Cao();
        cao.fale();
        Tigre tigre = new Tigre();
        tigre.fale();
    }
}
```
Ao executar o código, a saída impressa no console é:","
QUESTÃO:
Considere o seguinte código desenvolvido em Java.
```
public class Animal {
    int numeroPatas;
    public void fale (){};
}
public class Cao extends Animal {
    public void fale() {
       System.out.println (""au au"");
    }
}

public class Gato extends Animal {
    public void fale() {
        System.out.println (""miau"");
    }
}

public class GatoPersa extends Gato {
    public void fale() {
        System.out.println (""miauuuu"");
    }
}

public class Tigre extends Gato {
    public void fale() {
        super.fale();
        System.out.println (""rrrrrr"");
    }
}

public class Principal {
    public static void main(String[] args) {
        Gato gato = new GatoPersa();
        gato.fale();
        Cao cao = new Cao();
        cao.fale();
        Tigre tigre = new Tigre();
        tigre.fale();
    }
}
```
Ao executar o código, a saída impressa no console é:
",False,False,False,True,False
2022-44,"Considere uma memória cache com um tamanho de linha de 16 bytes e uma memória principal que requer 20 ns para transferir uma palavra de 8 bytes, para qualquer linha que seja escrita pelo menos uma vez, antes de ser retirada da cache. Qual é o número médio de vezes que a linha precisa ser escrita antes de ser retirada para que uma cache write-back seja mais eficiente do que uma cache write-through?","
QUESTÃO:
Considere uma memória cache com um tamanho de linha de 16 bytes e uma memória principal que requer 20 ns para transferir uma palavra de 8 bytes, para qualquer linha que seja escrita pelo menos uma vez, antes de ser retirada da cache. Qual é o número médio de vezes que a linha precisa ser escrita antes de ser retirada para que uma cache write-back seja mais eficiente do que uma cache write-through?
",False,True,True,False,False
2024-65,"Um roteador recebe um pacote com IP de origem $13.1.2.3$ e IP de destino $11.1.2.5$.
Em qual rota ele encaminhará o pacote?","
QUESTÃO:
Um roteador recebe um pacote com IP de origem $13.1.2.3$ e IP de destino $11.1.2.5$.
Em qual rota ele encaminhará o pacote?
",False,False,True,False,False
2007-43,"Considere que um Banco de Dados Distribuído siga o protocolo TWO-PHASED COM-MIT e que o nodo **X** tenha retornado uma resposta negativa na primeira fase, indicando que não pode realizar a operação que lhe cabe.\
Nesse caso, durante a segunda fase, o coordenador da transação deverá","
QUESTÃO:
Considere que um Banco de Dados Distribuído siga o protocolo TWO-PHASED COM-MIT e que o nodo **X** tenha retornado uma resposta negativa na primeira fase, indicando que não pode realizar a operação que lhe cabe.\
Nesse caso, durante a segunda fase, o coordenador da transação deverá
",False,False,False,True,False
2012-50,"O projetista de um sistema operacional percebeu, após medições de desempenho, que o sistema apresentava problemas no acesso ao disco, com um tempo de espera médio bastante elevado.

Assinale a alternativa que apresenta, correta e respectivamente, uma causa plausível e sua solução.","
QUESTÃO:
O projetista de um sistema operacional percebeu, após medições de desempenho, que o sistema apresentava problemas no acesso ao disco, com um tempo de espera médio bastante elevado.

Assinale a alternativa que apresenta, correta e respectivamente, uma causa plausível e sua solução.
",False,False,True,False,False
