id,enunciado,av2_ehQuestaoProblema
2023-43,"O aumento dos requisitos de paralelismo nas aplicações modernas exige mecanismos de bloqueio (locking) e sincronização cada vez mais eficientes. Nesse contexto, dois mecanismos muito usados são semáforos e spin locks. Sobre esses dois mecanismos, assinale a alternativa correta.",FALSE
2018-67,"Qual é a classe de algoritmos de sincronização que assegura que, em um conjunto de processos distribuídos, pelo menos, um processo por vez tem acesso a um recurso compartilhado?",FALSE
2005-47,"Requisitos são capacidades e condições para as quais um sistema deve ter conformidade. Analise as afirmações a seguir.

(I) No Processo Unificado, requisitos são categorizados de acordo com o modelo FURPS+, onde o U do acrônimo representa requisitos de usabilidade. \
(II) Casos de uso são documentos em forma de texto, não diagramas, e modelagem de casos de uso é basicamente um ato de escrever estórias de uso de um sistema. \
(III) UML (*Unified Modeling Language*) provê notação para se construir o diagrama de casos de uso, que ilustra os nomes dos casos de uso, atores e seus relacionamentos. \
Considerando-se as três afirmações (I), (II) e (III) acima, identifique a única alternativa válida:",FALSE
2017-26,"O caminhamento pré-fixado à esquerda para uma Árvore Binária de Pesquisa (ABP) é 44, 30, 12, 26, 36, 33, 92, 64, 46, 98. O caminhamento pré-fixado à direta para a mesma árvore é:",FALSE
2004-70,Assinale a alternativa que apresenta um protocolo de roteamento baseado no algoritmo vetor-distância e é classificado como IGP (*Interior Gateway Protocol*):,FALSE
2013-61,"Com relação aos meios físicos de transmissão utilizados em redes de comunicação, considere as afirmativas a seguir.

I. As fibras óticas monomodo apresentam uma atenuação maior que as fibras multimodo e são mais baratas.\
II. Nos cabos de par trançado, a largura de banda disponível é independente da distância percorrida pelo cabeamento.\
III. Nas transmissões em fibras óticas, a fonte de luz pode ser um LED (Light Emitting Diode) ou um laser semicondutor.\
IV. Os cabos coaxiais, em suas versões mais modernas, podem apresentar largura de banda da ordem de GHz.

Assinale a alternativa correta.",FALSE
2007-33,"Seja $L = < r_1, \dots, r_n >$ uma lista qualquer de inteiros não necessariamente distintos.

A esse respeito, assinale a alternativa **INCORRETA**.",FALSE
2019-14,"Resolva a identidade $\overline{\bar{C} \cdot (\bar{D} + \bar{E})}$ , aplicando, se necessário, as leis de álgebra de
Boole.",FALSE
2010-56,"Em uma rede de computadores, cujos roteadores estão configurados para atualizar suas tabelas de roteamento por meio do emprego de protocolos de roteamento, é correto afirmar:",FALSE
2007-45,"Considere a gramática regular abaixo onde $+_{i}$ e $x_{i}$ são operadores unários e $n,m > 0$
$$
\begin{array}{l}
A \rightarrow +_{1}B \mid +_{2}B \mid \ldots \mid +_{n}B \mid B \\
B \rightarrow x_{1}B \mid x_{2}B \mid \ldots \mid x_{m}B \mid \mathit{id}
\end{array}
$$
Nesse caso, é **CORRETO** afirmar que",TRUE
2003-03,Assinale a proposição verdadeira.,FALSE
2003-43,"Considere a seguinte tabela em uma base de dados relacional (chave primária sublinhada):

<code>Tabela1(<u>CodAluno,CodDisciplina,AnoSemestre,</u> NomeAluno, NomeDisciplina,
CodNota, DescricaoNota)</code>

Considere as seguintes dependências funcionais:
- `CodAluno` → `NomeAluno`
- `CodDisciplina` → `NomeDisciplina`
- (`CodAluno`,`CodDisciplina`,`AnoSemestre`) → `CodNota`
- (`CodAluno`,`CodDisciplina`,`AnoSemestre`) → `DescricaoNota`
- `CodNota` → `DescricaoNota`

Considerando as formas normais, qual das afirmativas abaixo se aplica:",TRUE
2022-05,"Considere a função $F: R^3 -> R$ dada por: $F(x, y, z) = zx^2+e^zx^3-z^5sen(y)-1$. Assinale a alternativa que apresenta o gradiente de $F$ no ponto $(1, 0, 0)$.",FALSE
2019-01,"Seja uma matriz quadrada de terceira ordem $A = \begin{pmatrix}2 & 3 & 5 \\ 7 & 11 & 13\\ 17 & 19 &  23\end{pmatrix}$, calcule o determinante:",FALSE
2022-04,"Considere a equação do círculo $x^2+y^2-2x+4y+1=0$. A partir dessa equação,
determine o raio do círculo.",FALSE
2018-46,"No sistema operacional, existem três métodos fundamentais de realizar entrada e saída (E/S). O método mais simples é chamado de E/S _________, em que se tem a CPU realizando todo o trabalho. Na E/S _________, a CPU não fica tão dedicada à rotina de E/S como no método anterior, podendo realizar outras atividades enquanto a operação de E/S está em andamento. Já a
E/S _________ tem o menor consumo de CPU dentre os três métodos, porém, em geral, tem o menor desempenho.

Assinale a alternativa que preenche, correta e respectivamente, as lacunas do trecho acima.",FALSE
2024-66,Assinale a alternativa correta.,FALSE
2011-57,"A UML (*Unified Modeling Language*) é uma linguagem visual para visualizar, especificar, construir e documentar os artefatos dos sistemas. A palavra visual é importante, pois a UML é uma notação diagramática. \
Em relação aos diagramas da UML, é correto afirmar:",FALSE
2013-36,"Sobre a escolha adequada para um algoritmo de ordenação, considere as afirmativas a seguir.

I. Quando os cenários de pior caso for a preocupação, o algoritmo ideal é o Heap Sort.\
II. Quando o vetor apresenta a maioria dos elementos ordenados, o algoritmo ideal é o Insertion Sort.\
III. Quando o interesse for um bom resultado para o médio caso, o algoritmo ideal é o Quick Sort.\
IV. Quando o interesse é o melhor caso e o pior caso de mesma complexidade, o algoritmo ideal é o Bubble Sort.

Assinale a alternativa correta.",FALSE
2005-04,"Dada a matriz de transformação linear
$$
A = \begin{pmatrix}
1 & 3 & 2 \\
2 & 1 & 1 \\
3 & 2 & 3
\end{pmatrix}
$$
pode-se afirmar que:",FALSE
2012-61,"O uso de RPC é considerado um marco no desenvolvimento de sistemas distribuídos por possibilitar que a programação desses sistemas seja semelhante à programação de sistemas convencionais. 

Assinale a alternativa que apresenta, corretamente, as características essenciais para se obter esse *status*.",FALSE
2017-56,"A UML é um conjunto de notações que servem para modelagem de diferentes aspectos de um sistema de software. Essas notações permitem criar diferentes tipos de diagramas, dentre eles:
- Um Diagrama de ________________ permite modelar a arquitetura do sistema em tempo de execução, mostrando a configuração dos elementos de hardware (nós) e como os componentes de software são mapeados nestes nós.
- Um Diagrama de _____________ permite modelar a organização estrutural da arquitetura/implementação em termos de componentes de software e suas dependências.
- Um Diagrama de _____________ permite modelar a troca de mensagens entre objetos, enfatizando seu sequenciamento no tempo.
- Um Diagrama de _____________ permite modelar a arquitetura através de agrupamentos lógicos, e de dependências entre estes. 

Assinale a alternativa que preenche, correta e respectivamente, as lacunas do trecho acima.",FALSE
2002-56,"Quando trabalhando com sistemas baseados em trocas de mensagens, temporizações (*time-outs*) são utilizadas para:",FALSE
2015-01,"Considere a transformação linear $ T: \mathbb{R}^3 \to \mathbb{R}^3 $ cuja matriz em relação à base canônica é
$$
[T] = \begin{bmatrix}
1 & 2 & -1 \\
0 & 2 & 3 \\
1 & -1 & 1
\end{bmatrix}.
$$
A imagem, pela transformação $ T $, do subespaço $ x + y + 2z = 0 $ de $ \mathbb{R}^3 $, é o seguinte plano de equação:",FALSE
2003-57,"Considere as seguintes afirmações sobre resolução de problemas em IA.

I. A* é um conhecido algoritmo de busca heurística. \
II. O *Minimax* é um dos principais algoritmos para jogos de dois jogadores, como o xadrez. \
III. Busca em espaço de estados é uma das formas de resolução de problemas em IA.

São corretas:",FALSE
2015-66,"No contexto de algoritmos genéticos, cruzamento (ou crossover) é uma operação em que",FALSE
2024-26,"No caminhamento ____________ de uma árvore T, a raiz de T é visitada em primeiro lugar, e então as subárvores enraizadas nos seus filhos são percorridas recursivamente. Se a árvore
é ordenada, então as subárvores são percorridas de acordo com a ordem dos filhos.

Assinale a alternativa que preenche corretamente a lacuna do trecho acima.",FALSE
2013-67,"Em relação aos mapas auto-organizáveis, relacione os termos técnicos, na coluna da esquerda, com suas definições, na coluna da direita.\
**(I) Agrupamento.**\
**(II) Aprendizado competitivo.**\
**(III) Neurônio vencedor.**\
**(IV) Redes recorrentes.**\
**(V) Vizinhança.**\
-------------------------------------------------------\
**(A) Define quantos neurônios em torno do vencedor terão seus pesos ajustados, ou seja, define a área de influência do nó vencedor. Sua arquitetura pode assumir vários formatos diferentes.**\
**(B) Organização das classes na camada de saída de um Mapa de Kohonen. Embora não seja essencial, os nós dessa camada nor malmente são organizados em forma de grade.**\
**(C) Rede Neural que pode ter conexões que voltem dos nós de saída aos nós de entrada e que pode ter também conexões arbitrárias entre quaisquer nós. Desse modo, seu estado interno pode ser alterado conforme conjuntos de entradas são apresentados à rede.**\
**(D) Resultado de um mecanismo que permite o direito de responder a um específico subconjunto de dados, de forma que somente um neurônio de saída, ou um neurônio por grupo, esteja ativo em um determinado instante.**\
**(E) Técnica que usa o princípio de que apenas um neurônio fornece a saída da rede em resposta a uma entrada.**

Assinale a alternativa que contém a associação correta.",FALSE
2017-61,"Sobre a transformada wavelet para processamento digital de imagens, é correto afirmar que:",FALSE
2023-55,"Analise as seguintes assertivas, em relação à análise sintática no contexto da construção de compiladores para linguagens de programação e assinale a alternativa correta.\
I. O funcionamento do algoritmo de análise sintática ascendente (Bottom-up, LR) corresponde ao percurso da árvore sintática do programa a partir das folhas (representando os símbolos terminais da gramática que define a linguagem), até chegar à raiz (que representa a variável ou símbolo não terminal inicial da gramática).\
II. O funcionamento do algoritmo de análise sintática descendente (Top-down, LL) corresponde ao percurso da árvore sintática do programa a partir das folhas (representando as variáveis ou símbolos não terminais da gramática que define a linguagem), até chegar à raiz (que representa a sequência de símbolos terminais da gramática).\
III. Dada uma gramática LL(1) qualquer, se verifica que os lados direitos de qualquer par de regras dela não contêm prefixos não vazios em comum. Por exemplo, uma gramática com regras **X -> abBc** e **Y -> ab** não pode ser LL(1), pois o prefixo **ab** aparece nos lados direitos de ambas as regras.\
IV. Na construção de tabelas de análise sintática LR, podem aparecer três tipos de conflitos:
Conflitos Empilhar/Empilhar, Conflitos Empilhar/Reduzir e Conflitos Reduzir/Reduzir.
- V. Na notação de gramáticas LL(k) e LR(k), o primeiro símbolo (L) indica que a entrada é
lida/processada da esquerda para a direita (Left-to-right). O segundo símbolo (L ou R) indica que a derivação implementada pelo algoritmo na construção/percurso da árvore sintática é mais
à esquerda (L) ou mais à direita (R).",FALSE
2016-04,"O ângulo entre os vetores $\vec{u} = (2,2,0)$ e $\vec{v} = (0,3,-3)$ é:",FALSE
2006-58,A percepção humana é um processo ativo fundamental na interação humano-computador. Duas classes importantes de teorias que explicam a maneira como percebemos são representadas pelas abordagens construtivista e ecológica. Assinale a alternativa incorreta:,FALSE
2008-51,"Considere o seguinte termo do cálculo-lambda:
$$
M = (\lambda x . \lambda y . x ) ( \lambda u .\lambda z .u )
$$
Considerando a forma normal que resulta da redução completa do termo M , assinale a alternativa **CORRETA**.",FALSE
2014-17,"Considerando que a prova do POSCOMP da área de Matemática tem 20 questões de múltipla escolha, assinale a alternativa que apresenta, corretamente, o número de gabaritos possíveis das 20 questões, com 5 alternativas por questão, contendo uma única alternativa correta.",FALSE
2023-26,"A ordenação ________________ determina, para cada elemento de entrada x, o número de elementos menores que x e usa essa informação para inserir o elemento x diretamente em sua posição no arranjo de saída. Por exemplo, se 17 elementos forem menores que x, então x pertence à posição de saída 18. Assinale a alternativa que preenche corretamente a lacuna do trecho acima.",FALSE
2010-32,"Considere o algoritmo a seguir.
```
PROC (n)
  se n <= 1 então
    retorna 1 + n;
  senão
    retorna PROC(n/2) + PROC(n/2);
  fim se
```
Assinale a alternativa que indica corretamente quantas comparações são feitas para uma entrada $n > 0$, onde $n$ é um número natural.",TRUE
2002-70,Qual das informações a seguir NÃO é colocada no registro de ativação na chamada de funções?,FALSE
2010-51,"No processo de síntese da imagem de uma cena tridimensional, também denominado *pipeline* gráfico, diversas operações são executadas em sequência. O objetivo destas operações é converter as primitivas geométricas que descrevem os objetos da cena em alto-nível, junto com a especificação da câmera sintética, em uma coleção de *pixels* na tela. 

Assinale a alternativa que apresenta a sequência correta dessas operações.",FALSE
2024-47,"Analise o texto a seguir, que descreve um programa que solicita um salário ao usuário e mostra o imposto a pagar:
- Se o salário for negativo ou zero, mostre o erro respectivo.
- Se o salário for maior que 1000, paga 10% de imposto, se não paga apenas 5%.
Para resolver o problema descrito acima, qual instrução deve ser utilizada?",TRUE
2013-05,"Considerando a transformação linear do plano $T (x, y) = (15x + y, 34x + 27y)$, assinale a alternativa correta.",FALSE
2011-10,"A proporção de computadores acessando um provedor em um dado instante $ t $ a partir das 8 horas é dada por
$$
N(t) = \frac{1}{1 + 3e^{-kt}},
$$
onde o instante $ t $ é dado em horas e $ k $ é uma constante positiva. A proporção estimada de computadores acessando este provedor ao meio-dia é de:",FALSE
2014-68,"Considere a expressão regular a seguir.
$$
(c^*a[abc]^*b[abc]^*) \mid c^*
$$
Assinale a alternativa que descreve, corretamente, todas as cadeias geradas por essa expressão regular.",FALSE
2002-48,Marque a alternativa onde todos os conceitos estão corretos.,FALSE
2003-14,O resto da divisão de $6^{81} - 5^{64}$ por 7 é igual a,FALSE
2005-49,"Considere as seguintes afirmações sobre o objetivo da atividade de validação de software:

(I) Verificar se o produto está sendo corretamente construído. \
(II) Verificar se o produto está sendo corretamente avaliado. \
(III) Verificar se o produto correto está sendo construído. 

Quais são as afirmações verdadeiras?",FALSE
2008-52,"Analise as seguintes afirmativas.

I. Condições de corrida podem ocorrer se múltiplas *threads* fazem leituras de um dado compartilhado, mesmo que nenhuma realize escritas. \
II. O uso de *mutex* para a exclusão mútua em seções críticas garante que não haja condição de corrida, porém pode ocasionar *deadlocks* se não for corretamente empregado. \
III. Monitores são baseados em um tipo abstrato de dados e um controle de acesso aos dados. Apenas funções do monitor acessam os dados e apenas uma *thread* ou processo pode executar funções de um monitor por vez. \
IV. Semáforos têm duas operações, P( ) e V( ), sendo que apenas a operação P( ) pode bloquear um processo ou *thread*.

A análise permite concluir que",FALSE
2013-59,"Leia as definições a seguir.
- Seja A uma imagem em níveis de cinza.
- Seja B a imagem resultante da Equalização do Histograma da imagem A.
- Seja C a imagem resultante da Equalização do Histograma da imagem B.

Com base nessas definições e nos conceitos utilizados em processamento digital de imagens, considere as afirmativas a seguir.

I. A comparação do histograma de duas imagens é uma medida de similaridade que indica se as duas imagens são impressões visuais de uma mesma cena.\
II. A imagem B é igual à imagem C.\
III. O histograma da imagem é uma função discreta que representa a probabilidade de se encontrar uma determinada cor na imagem.\
IV. O histograma de duas imagens, em níveis de cinza, fornece a informação se uma das imagens está mais clara ou mais escura ou possui a mesma luminosidade.

Assinale a alternativa correta.",TRUE
2010-38,"Um analista de sistemas foi convidado para opinar sobre por que um determinado sistema tinha desempenho ruim. Considerando que o analista observou que o sistema tinha alta taxa de acesso a disco, por demanda de entrada e saída dos processos, qual das alternativas abaixo pode explicar o baixo desempenho?",TRUE
2019-40,"Considere as seguintes afirmações sobre classes de problemas:

I. O problema de decisão CAM, descrito a seguir, pertence à classe de complexidade P. \
CAM (caminho em grafo)\
Entrada: uma tripla $(G,a,b)$ em que 
- G é um grafo
- a e b são nodos de G \
Pergunta: Existe caminho em G iniciando em a e terminando em b? \
II. Um problema X pertence à classe de problemas NP-completos quando satisfaz às seguintes condições:
- X pertence à classe NP, e
- todo problema Y da classe NP pode ser reduzido em tempo polinomial a X. \
III. Se um problema de decisão X pertence à classe P, então o complemento do problema X (problema com as mesmas instâncias que X, porém com as respectivas respostas invertidas) pertence à classe NP.

Quais estão corretas?",FALSE
2002-54,Qual das seguintes condições não é necessária para a ocorrência de um *deadlock*?,FALSE
2019-31,"De acordo com a Teoria de Sistema de Tipos, classifique a função a seguir:
```

int soma(int x,int y) {
   return x+y;
}

```",FALSE
2011-51,"Considere a relação a seguir, definida na linguagem SQL padrão.
```
CREATE TABLE EMPREGADO
(     CODIGO NUMBER(4) PRIMARY KEY,
      NOME VARCHAR2(10),
      SALARIO NUMBER(7,2)
)
```
Considere também as consultas (C1, C2, C3 e C4) a seguir, expressas na linguagem SQL. \
**C1:**
```
select NOME from EMPREGADO
where CODIGO in ((select CODIGO from EMPREGADO)
                  minus
                 (select E1.CODIGO from EMPREGADO E1, EMPREGADO E2
                  where E1.SALARIO < E2.SALARIO)
                 )
```
Obs: o operador minus realiza a operação de subtração entre relações. \
**C2:**
```
select NOME from EMPREGADO
where SALARIO = (select max(SALARIO) from EMPREGADO)
```
**C3:**
```
Select NOME from EMPREGADO
where SALARIO >= all (select SALARIO from EMPREGADO)
```
**C4:**
```
select NOME from EMPREGADO
where CODIGO in ( select E1.CODIGO from EMPREGADO E1, EMPREGADO E2
                  where E1.SALARIO > E2.SALARIO
                )
```
Com relação às consultas, assinale a alternativa correta.",TRUE
2009-36,"Considere as seguintes afirmativas relativas à ocorrência de ""deadlocks"" (ou impasses).

I. A estratégia de tratamento de ""deadlocks"" conhecida como prevenção requer que se determine uma condição suficiente a que eles ocorram. Uma vez determinada a condição, os algoritmos de manipulação dos recursos compartilhados em questão devem ser projetados de forma que,
garantidamente, ela jamais ocorra. \
II. A estratégia de tratamento de ""deadlocks"" conhecida como detecção requer que se determine uma condição suficiente a que eles ocorram. Uma vez determinada a condição, o tratamento por detecção consiste em verificar sua validade e, em caso afirmativo, concluir que existe um ""deadlock"". \
III. As estratégias conhecidas como prevenção e detecção para o tratamento de
""deadlocks"" são complementares uma à outra: Enquanto a primeira guia o projeto dos algoritmos de compartilhamento de recursos para que ""deadlocks"" jamais ocorram, a segunda trata de impedir que ocorram quaisquer condições necessárias à ocorrência de ""deadlocks"". \
IV. Para que ocorra um ""deadlock"" é necessário que haja um ciclo de espera envolvendo um determinado conjunto de processos. Uma estratégia comum de prevenção é a criação de algoritmos de compartilhamento de recursos que impeçam a ocorrência desses ciclos. 

Assinale a alternativa CORRETA:",FALSE
2015-69,Em qual arquitetura de rede neural artificial o algoritmo da retropropagação de erros (backpropagation) é utilizado para treinamento?,FALSE
2022-66,"No contexto de algoritmos genéticos, assinale a alternativa correta.",FALSE
2005-22,"Para a representação de número ponto flutuante no padrão IEEE, quais das afirmações a seguir são verdadeiras?

(I) Quando a fração e o expoente são zero, o número representado é zero. \
(II) Quando o expoente é zero, o número representado é desnormalizado. \
(III) Quando todos os bits do expoente são iguais a um e a fração é zero, o número é $+\infty$ ou $-\infty$.\
(IV) Quando todos os bits do expoente são iguais a um e a fração é diferente de zero, a representação não é número.",FALSE
2002-27,"Suponha que $T$ seja uma árvore AVL inicialmente vazia, e considere a inserção dos elementos $10, 20, 30, 5, 15, 2$ em $T$, nesta ordem. Qual das sequências abaixo corresponde a um percurso de $T$ em pré-ordem:",FALSE
2002-47,"Sobre a UML, quais das seguintes afirmações são verdadeiras? \
I) A UML é o método de desenvolvimento de software mais utilizado na atualidade. \
II) A UML é uma evolução das linguagens para especificação dos conceitos dos métodos de
Booch, OMT e OOSE e também de outros métodos de especificação de requisitos de software orientados a objetos ou não. \
III) A UML é composta dos seguintes diagramas: Diagrama de Caso de Uso, Diagrama de
Classes, Diagrama de Colaboração, Diagrama de Estados, entre outros. \
IV) Em UML pode-se representar tão somente relacionamentos de Agregação, Associação e
Composição.",FALSE
2005-20,"Seja $R$ o reticulado no plano formado pelos pares de números inteiros no intervalo $[-2n, 2n]$, $n$ inteiro maior que 1, e $S$ o círculo de raio $n$ e centro $(0, 0)$:
$$
\begin{align*}
R & = \{ (i, j) \in \mathbb{Z^2}: - 2n \leq i \leq 2n \text{ e } - 2n \leq j \leq 2n \}, \\
S & = \{ (x,y) \in \mathbb{R^2}: x^2 + y^2 = n^2 \}. 
\end{align*}
$$
Uma amostra aleatória é tomada do reticulado de modo que cada ponto tem probabilidade 0,5 de ser escolhido, com as escolhas feitas de maneira independente. Qual o número de pontos esperados no interior do círculo $S$?",TRUE
2022-68,"Encontre a maior linguagem para o alfabeto {a,b} utilizando apenas uma expressão regular abaixo:",FALSE
2006-37,"Considere o programa:
```
program p;
   var n: integer;
   function f(n: integer; var k: integer): integer;
      var p,q:integer;
   begin (* f *)
      if n < 2
         then begin
               f :=n;
               k := 0
            end
         else begin
               f := f(n-1, p) + f(n-2, q);
               k := p + q + 1 
            end;
      write(n,' ',k,'; ')
   end (* f *); 
   begin
   n := 4; 
   write (f (3,n) ,n)
   end.
```
Quais os valores impressos pelo programa?",TRUE
2007-66,"Considere os pares de endereços de *hosts* e suas respectivas máscaras de endereços listados abaixo.

I. 192.168.0.43/255.255.255.192 e 192.168.0.66/255.255.255.192 \
II. 192.168.1.97/255.255.255.224 e 192.168.1.118/255.255.255.224 \
III. 192.168.2.115/255.255.255.128 e 192.168.2.135/255.255.255.128 \
IV. 192.168.3.34/255.255.255.240 e 192.168.3.46/255.255.255.240 \
V. 192.168.4.167/255.255.255.224 e 192.168.4.207/255.255.255.224

Os itens nos quais o par citado pertence a uma mesma sub-rede são",FALSE
2006-34,"Sejam [6, 4, 2, 1, 3, 5, 8, 7, 9] e [7, 4, 3, 2, 1, 6, 5, 10, 9, 8, 11] as sequências produzidas pelo percurso em pré-ordem das árvores binárias de busca T1 e T2, respectivamente. Assina-le a afirmação incorreta:",FALSE
2003-16,"Assinale a forma correta da negação da seguinte frase: \
""Algumas pessoas gostam de matemática.""",FALSE
2012-34,"Arquivos são organizados em sequência de dados ou registros, que são mapeados para blocos de armazenamento secundário. Existem três tipos de arquivos: sequencial, direto e indexado.

Sobre arquivos indexados, considere as afirmativas a seguir.

I. Em um índice denso, existe um registro para cada valor de chave no arquivo principal. \
II. Em um índice esparso, existe um registro para cada conjunto de valores de chave no arquivo principal. \
III. Com o índice denso, o tempo para localizar dados no arquivo principal é menor do que com o índice esparso. \
IV. Com o índice esparso, o espaço utilizado com o arquivo de índice é maior do que com índice denso. 

Assinale a alternativa correta.",FALSE
2013-28,"Com base nos conhecimentos sobre programação, relacione as linguagens ou pseudolinguagens de programação, na coluna da esquerda, com seus principais tipos de dados básicos, na coluna da direita.\
**(I) C**\
**(II) C#**\
**(III) Java**\
**(IV) Pascal**\
**(V) VisuAlg**\
---------------------------------------------------\
**(A) caracter, logico, inteiro, real.**\
**(B) char, boolean, integer, real.**\
**(C) char, int, boolean, float, double.**\
**(D) char, int, bool, float, double.**\
**(E) char, int, float, double.**

Assinale a alternativa que contém a associação correta.",FALSE
2015-24,"Considere T uma árvore binária cheia, em que $n, n_e , n_i$ e $h$ representam o número de nós, o número de nós externos, o número de nós internos e a altura de T, respectivamente. Portanto, a essa árvore T aplica-se a seguinte propriedade:",FALSE
2010-45,"Dado um inteiro fixo $k > 0$ e a linguagem $L = \{a^{2n}c^nb^n; n \leq k\}$, podemos afirmar que",FALSE
2014-32,"Sobre grafos, considere as afirmativas a seguir.

I. A busca em profundidade em um grafo não dirigido irá produzir arestas de árvore e de cruzamento.\
II. A busca em profundidade decompõe um grafo dirigido em suas componentes fortemente conexas.\
III. Um grafo dirigido é acíclico quando uma busca em profundidade não produzir arestas de retorno.\
IV. Uma ordenação topológica de um grafo é uma ordenação linear de seus vértices. 

Assinale a alternativa correta.",FALSE
2019-22,"Considere as seguintes funções:
$$
f(n) = 2^n

g(n) = n!

h(n) = n^{\log n}
$$

Assinale a alternativa correta a respeito do comportamento assintótico de $f(n)$, $g(n)$ e $h(n)$.",FALSE
