id,enunciado
2004-22,"Quanto vale $k$ no fim da execução do seguinte trecho de código?
```
k = 0;
for (i=1; i <= n; i++)
    for(j = i; j <= n; j++)
        k = k + 1;
```"
2004-23,"O programa abaixo, quando executado para $A(1, 2)$, faz quantas chamadas recursivas (excluindo a primeira chamada da função)?
```
int A (int m, int n) {
    if (m == 0) return n + 1;
    else if (n == 0) return A (m - 1, 1);
    else return A (m - 1, A (m, n - 1));
    }
```"
2004-27,"Considere o seguinte programa com dois processos concorrentes. O escalonador poderá alternar entre um e outro, isto é, eles poderão ser intercalados durante sua execução. As variáveis $x$ e $y$ são compartilhadas pelos dois processos e inicializadas antes de sua execução.
```
programa P
int x = 0;
int y = 0;
processo A {
    while (x == 0);
    print(‘‘a’’);
    y = 1;
    y = 0;
    print(‘‘d’’);
    y = 1;
}

processo B {
    print(‘‘b’’);
    x = 1;
    while (y == 0);
    print(""c"");
}
```"
2004-41,"Considere as seguintes tabelas em uma base de dados relacional, contendo informações sobre empregados, departamentos e a vinculação entre eles:
```
Departamento (CodDepto, NomeDepto)
Empregado (CodEmp, NomeEmp, CodDepto)
```
Deseja-se obter os nomes dos departamentos (`NomeDepto`) que não estão vinculados a nenhum Empregado. Para obter este resultado a consulta correta em SQL/2 é a seguinte:"
2004-42,"Considere um modelo entidade-relacionamento de uma indústria. Este modelo representa peças com suas propriedades, bem como a composição de peças (peças podem ser usadas na composição de outras peças). Este modelo entidade-relacionamento contém:
- Uma entidade *Peça*, com atributos código e nome e peso.
- Um auto-relacionamento de Peça, chamado *Composição*. Neste auto-relacionamento uma peça tem papel de componente e outra peça papel de *composto*. O auto-relacionamento tem cardinalidade n:n e tem um atributo *quantidade*, que informa quantas unidades da peça componente são usadas na peça composto. \
Uma base de dados relacional que implementa corretamente este modelo entidade-relacionamento e está na terceira forma normal é (chaves primárias estão sublinhadas):"
2004-44,"Considere as seguintes tabelas em uma base de dados relacional, contendo informações sobre empregados, departamentos e a vinculação entre eles:
```
Departamento (CodDepto, NomeDepto)
Empregado (CodEmp, NomeEmp, CodDepto, SalarioEmp)
```
Considere a seguinte consulta sobre esta base de dados:
```
SELECT D.CodDepto, AVG(SalarioEmp)
FROM Departamento D,
     Empregado E
WHERE E.CodDepto=D.CodDepto AND
      E.SalarioEmp > 300
GROUP BY D.CodDepto
HAVING COUNT(*) > 20
```
Esta consulta SQL tem o seguinte resultado:"
2004-53,"Considere um algoritmo genético que opera sobre três indivíduos A, B, C, descritos respectivamente pelos vetores binários A = [11011000], B = [00010000], C = [11001101], gerando dois novos indivíduos D = [11011001] e E = [11011000]. \
Os novos indivíduos foram gerados através de:"
2004-63,"O esquema de tradução dirigida por sintaxe que segue traduz uma linguagem com terminais a, b, c e d em uma linguagem cujos terminais são 1, 2, 3, 4, 5, 6. Usando um parser bottom-up que executa as ações entre parênteses imediatamente após reduzir a regra correspondente, qual o resultado da tradução de “aaadbc”
$$
\begin{align*}
& S \rightarrow AS & \text{\{print ""1""\}} \\
& S \rightarrow B & \text{\{print ""2""\}} \\
& A \rightarrow a & \text{\{print ""3""\}} \\
& B \rightarrow bC & \text{\{print ""4""\}} \\
& B \rightarrow dB & \text{\{print ""5""\}} \\
& C \rightarrow c & \text{\{print ""6""\}}
\end{align*}
$$"
2004-65,"Considere dois sistemas computacionais formados por múltiplos computadores que manipulam dados comuns. No primeiro, existe um computador central, chamado servidor, que é o único responsável pelos serviços de leitura e escrita desses dados. No segundo, existe um grupo de computadores responsáveis pelos serviços de leitura e escrita, e cada um desses servidores deve manter uma réplica idêntica dos dados. \
Entre as vantagens e desvantagens de um único servidor em relação a vários servidores, podemos afirmar que o servidor único apresenta: 

i. Vantagem de maior velocidade de execução das operações de escrita e leitura e desvantagem de maior custo de armazenamento \
ii. Vantagem de não necessitar de coordenação distribuída para ordenação das operações de escrita e desvantagem de menor velocidade nas leituras devido a serialização de operações \
iii. Vantagem de manter mais facilmente a consistência dos dados mas desvantagem de perda de disponibilidade em caso de falha do servidor. 

Dessas afirmativas são verdadeiras:"
2005-21,"Considere uma cpu usando uma estrutura pipeline com 5 estágios (IF, ID, EX, MEM, WB) e com memórias de dados e de instruções separadas, sem mecanismo de *data forwarding*, escrita no banco de registradores na borda de subida do *clock* e leitura na borda de descida do *clock* e o conjunto de instruções a seguir:
```
I1: lw  $2, 100($5)
I2: add $1, $2, $3
I3: sub $3, $2, $1
I4: sw  $2, 50($1)
I5: add $2, $3, $3
I6: sub $2, $2, $4
```
Quantos ciclos de *clock* são gastos para a execução deste código?"
2005-25,"Uma lista ligada possui a seguinte definição de nó:
```
type ap = ↑no;
     no = record
             info : integer;
             link : ap
          end;
```
Como o procedimento a seguir deve ser complementado para inverter uma lista ligada?
```
procedure inverte(var h: ↑no);
    var p,q : ↑no;
    begin
        if h <> NIL
            then begin
                p := h↑.link;
                h↑.link := NIL;
                while p <> NIL do
                    begin
                    ________;
                    ________;
                    ________;
                    ________;
                    end
                end
    end;
```"
2005-31,"Considere o programa:
```
program P (input, output);
var m,n : integer;
function FUN ( n : integer): integer;
var x : integer;
begin
    if n < 1 then FUN := 1
    else begin
        x := n * FUN (n-1);
        m := m-1;
        FUN := m+x;
        end;
end;
begin
    readln (m,n);
    writeln (m, n, FUN ( n ) );
end.
```
Este programa, para os valores $m = 5$ e $n = 4$, tem como resultado:"
2005-32,"Considere o algoritmo `máximo(v, i, f)` que devolve o índice de um elemento máximo de $\{v[i], \dots, v[f]\}$:
```
máximo(v, i, f)
    se i = f, devolva i
    p ← máximo(v, i, ⌊(i + f) / 2⌋)
    q ← máximo(v, ⌊(i + f) / 2⌋, f)
    se v[p] \geq v[q], devolva p
    devolva q
```
Considerando $n = f - i + 1$, o número de comparações entre elementos de $v$ numa execução de `máximo(v, i, f)` é"
2005-35,"Em uma estrutura de árvore binária de busca, foram inseridos os elementos “h”, “a”, “b”, “c”, “i”, “j”, nesta sequência. O tamanho do caminho entre um nó qualquer da árvore e a raiz é dada pelo número de arestas neste caminho. Qual o tamanho do maior caminho na árvore, após a inserção dos dados acima?"
2005-36,"Quatro tarefas, A, B, C e D, estão prontas para serem executadas num único processador. Seus tempos de execução esperados são 9, 6, 3 e 5 segundos respectivamente. Em qual ordem eles devem ser executados para diminuir o tempo médio de resposta?"
2005-43,"Em um banco de dados relacional, considere os esquemas de relação:
- Pessoa (<u>CPF</u>, Profissao)
- Trabalha (<u>CPF</u>, <u>CGC</u>, Periodo)
- Firma (<u>CGC</u>, nome, endereco)

e considere as operações de álgebra relacional União, Interseção, Diferença, Junção Natural, Projeção e Seleção.

Considere que cada relação tenha 1 milhão de tuplas e que existe um índice no banco de dados para cada chave de relação. Considere as consultas a seguir, supondo que antes do processamento de cada uma nenhum pedaço das relações já esteja na memória.

C1. Quais as profissões de todas as pessoas? \
C2. Qual a profissão da pessoa de CPF = ’X’, onde X é um CPF válido? \
C3. Qual o endereço da firma de CGC diferente de ’Z’, onde Z é um CGC válido? \
C4. Quais os períodos na década 1990-1999 em que ninguém trabalhou, onde o banco de dados contém informações entre 1980 e 2005? 

Qual das consultas acima é mais rápida em termos de operações de E/S? Assinale a afirmação correta."
2005-44,"Sejam T1 e T2 duas transações sendo processadas por um SGBD. Os termos lockR lockW correspondem a pedidos de tranca de leitura e gravação, respectivamente, e Unlock liberação de tranca. A, B e C são dados do banco de dados. O trecho a seguir é um pedaço do escalonamento de T1 e T2 definido pelo escalonador do SGBD (o trecho não está completo):
```
start(T1); lockR(T1, A); read (T1, A); start(T2);
lockR(T2, B); read (T2, B); lockW (T1, C); read(T1,C);
write(T1,C); unlock(T1, C); lockW (T1, B); lockW (T2, A); lockR(T2,C);
...
```
Considere as seguintes afirmações:

(I) O trecho mostra um exemplo de aplicação do protocolo 2PL (*two phase lock* ou tranca em 2 fases). \
(II) O trecho viola o protocolo 2PL. \
(III) O trecho mostra um exemplo em que há *deadlock* (impasse) entre T1 e T2. \
(IV) O trecho não tem *deadlock* entre T1 e T2. \
(V) Nada se pode afirmar. \
Estão corretas as afirmações:"
2006-18,"Um algoritmo probabilístico $A$ resolve problemas de dois tipos:
- Problemas do tipo 1: os quais são resolvidos corretamente com probabilidade 3/4, e correspondem a 1/3 do total de problemas.
- Problemas do tipo 2: os quais são resolvidos corretamente com probabilidade 1/2, e correspondem a 2/3 do total de problemas.

Verifica-se, utilizando algum método determinístico, que a resposta encontrada pelo algoritmo está realmente correta. Qual a probabilidade de que o problema resolvido seja do tipo 1?"
2006-21,"Considere dois sistemas **A** e **B** compostos por um processador, cache e memória cuja única diferença é a cache de dados. As caches de dados possuem em comum palavras de 2 Bytes, capacidade (por exemplo, 2 KBytes), tamanho de bloco (por exemplo, 8 Bytes por linha) e são implementadas com a mesma tecnologia, porém com organizações diferentes como definidas abaixo:

**(Cache de A)** Cache com mapeamento direto, utilizando políticas *write-through* e *no-write allocate* (escritas não utilizam a cache)\
**(Cache de B)** Cache *4-way set-associative*, utilizando políticas *write-back*, *write-allocate* e LRU

Considere as seguintes afirmações para os sistemas A e B executando um mesmo programa típico:

**(I)** O sistema A deve possuir um *miss rate* maior do que B\
**(II)** O sistema B deve possuir um *hit rate* menor do que A \
**(III)** A cache de dados de A é mais rápida do que a de B\
**(IV)** A cache de dados de A é mais simples de ser implementada do que a de B\
**(V)** Em média, uma escrita de dados no sistema A é mais rápido do que em B \
**(VI)** As caches de dados de A e B possuem o mesmo número de linhas

Quais são as afirmações verdadeiras?"
2006-29,"Considere a função Pot que calcula $x^n$ , para $x$ real e $n$ inteiro:
```
Function Pot(x: real; n: integer): real;
   begin
      if x = 0
      then
         Pot := 0
      else 
         if n = 0
         then
            Pot := 1
         else 
            if n < 0
            then
               Pot := 1/Pot(x,abs(n))
            else 
               if odd(n)
               then
                  Pot := x * sqr(Pot(x,(n-1) div 2))
               else
                  Pot := sqr(Pot(x,n div 2))
      end;
```
Seja $T(n)$ o tempo de execução da função Pot para as entradas $x$ e $n$. A ordem de $T(n)$ é"
2006-33,"Como o procedimento abaixo deve ser completado para que ele seja capaz de ordenar um vetor de $n$ elementos $(n \leq 100)$ em ordem crescente.
```
....
type VetorType = array[0..100] of integer;
procedure Ordena(n: integer; var a: VetorType);
   var i,j,x: integer;
   begin
      for i := 2 to n do 
         begin
            x := a[i];
            j := i - 1;
            ___________________;
            While x < a[j] do 
               begin
                  a[i+j] := a[j];
                  __________________;
               end;
            ____________________;
         end;
       end;
```"
2006-35,"Que valores são impressos quando o seguinte algoritmo, escrito em Pascal, é executado?
```
Program P;
var a,b: integer;
Procedure Mist(x: integer; var y: integer);
begin
      x:=y+a+1;
      y :=x+b+1
end 
begin
      a:=1; b:=2;
      Mist(a,b);
      Write(a,b)
end.
```"
2006-36,"Seja $G = (V, E)$ um grafo simples conexo não-euleriano. Queremos construir um grafo $H$ que seja euleriano e que contenha $G$ como subgrafo. Considere os seguintes possíveis processos de construção:

(I) Acrescenta-se um novo vértice, ligando-o a cada vértice de $G$ por uma aresta.\
(II) Acrescenta-se um novo vértice, ligando-o a cada vértice de grau ímpar de $G$ por uma aresta.\
(III) Cria-se uma nova cópia $G'$ do grafo $G$ e acrescenta-se uma aresta ligando cada par de vértices correspondentes.\
(IV) Escolhe-se um vértice arbitrário de $G$ e acrescentam-se arestas ligando este vértice a todo vértice de grau ímpar de $G$.\
(V) Duplicam-se todas as arestas de $G$.\
(VI) Acrescentam-se arestas a $G$ até se formar o grafo completo com $\left| V\right|$ vértices.

Quas dos processos acima sempre constroem corretamente o grafo $H$?"
2006-37,"Considere o programa:
```
program p;
   var n: integer;
   function f(n: integer; var k: integer): integer;
      var p,q:integer;
   begin (* f *)
      if n < 2
         then begin
               f :=n;
               k := 0
            end
         else begin
               f := f(n-1, p) + f(n-2, q);
               k := p + q + 1 
            end;
      write(n,' ',k,'; ')
   end (* f *); 
   begin
   n := 4; 
   write (f (3,n) ,n)
   end.
```
Quais os valores impressos pelo programa?"
2006-38,"Considere o programa:
```
program p;
   var n: integer;
   function f(n: integer; var k: integer): integer;
      var p,q:integer;
   begin (* f *)
      if n < 2
         then begin
               f :=n;
               k := 0
            end
         else begin
               f := f(n-1, p) + f(n-2, q);
               k := p + q + 1 
            end;
      write(n,' ',k,'; ')
   end (* f *); 
   begin
   n := 4; 
   write (f (3,n) ,n)
   end.
```
A complexidade desse Algoritmo é:"
2006-42,"Considere os esquemas das relações abaixo:
- `Empregado(rg, nome, rua, cidade, rg-gerente)`, onde o atributo ”rg” é chave da relação Empregado.
- `Empresa(cod, nome, cidade)`, onde o atributo ”cod” é chave da relação Empresa.
- `Trabalha(rg-emp, cod-empresa, salario)`, onde ”rg-emp” referencia o atributo ”rg” na relação Empregado, ”cod-empresa”referencia o atributo ”cod” na relação Empresa e os atributos ”rg-emp” e ”cod-empresa” formam a chave da relação trabalha.

A consulta expressa em Cálculo Relacional `{e.nome | e` $\in$ `Empregado AND t` $\in$ ` Trabalha AND a` $\in$ `Empresa AND e.rg = t.rg-emp AND t.cod-empresa = a.cod AND e.cidade = a.cidade}` tem como melhor tradução a consulta:"
2006-45,"Considere os seguintes esquemas de relação:
```
Departamentos (codDepto, nome, gerente)
Empregados (codEmp, nome, codDepto, salario)
```
Considere também que o atributo codDepto na relação Empregados é uma chave estrangeira que faz referência à relação Departamentos. Suponha a seguinte consulta formulada na linguagem SQL:
```
SELECT d. codDepto
   FROM Empregados e, Departamentos d
      WHERE e. codDepto = d. codDepto
     GROUP BY d. codDepto
     HAVING AVG(sal) > ALL (SELECT e .sal 
        FROM Empregados e, Departamentos d
        WHERE e. codDepto = d. codDepto
           AND d. nome = 'vendas)
```
Escolha, dentre as afirmativas abaixo, a correta:"
2006-56,"Suponha que são dados 3 valores inteiros, A, B e C, em ordem decrescente, representando os lados de um triângulo. Cada valor deve estar entre 1 e 100. O programa deve fornecer como saída o tipo do triângulo (equilátero, isósceles, escaleno, retângulo) ou a mensagem ""entradas inválidas"" caso os valores não representem um triângulo válido. Qual dos conjuntos de teste abaixo poderiam ser usados nos testes de valores-limite para esse programa?"
2006-57,"O código abaixo implementa uma função que calcula o MDC de dois números inteiros usando o algoritmo de Euclides:
```
   function mdc (int a, int b) 
   int temp, value;
   a := abs(a);
   b:= abs(b);
   if (a = 0) then
      value := b;    // b é o MDC
   else if (b = 0) then
      exceção;
      else
         repeat
            temp := b;
            b:= a mod b;
            a := temp;
         until (b = 0)
         value := a;
      end if;
   return value;
end mdc
```
Qual dos conjuntos de teste dados a seguir poderiam ser usados para atender ao critério de todos os ramos?"
2006-63,"Considere o programa Prolog:
```  
blabla([ ],L,L).
blabla([X|L1],L2,[X|L3]):- blabla(L1,L2,L3).
```
Quantas possíveis respostas a interrogação abaixo fornece (considerando o *backtracking*)?
```
?- blabla(L1,L2,[a,b]).
```"
2007-02,"Para o processamento de um programa com 20 módulos independentes, pretende-se utilizar dois grupos de processadores em paralelo, $X$ e $Y$. Para organizar esses grupos, contamos com 48 processadores, sendo que dois deles estão sujeitos a falhas. O grupo $X$ somente pode conter oito processadores e nenhum deles pode apresentar falhas. Nenhuma restrição foi especificada para o grupo $Y$.

Nessa situação representada pela combinação de $m$ elementos $p$ a $p$ e pelo arranjo de $m$ elementos $p$ a $p$, conclui-se que a quantidade de maneiras distintas de apresentar a organização dos processadores é igual a"
2007-20,"Suponha agora que o programa é executado e se aguarda até 50 minutos para seu término. Se após esse período a execução não está terminada, então o programa é interrompido e reiniciado. A srgunda execução sempre vai até o final.

O tempo  médio até o final da execução do programa quando utilizamos esse procedimento é"
2007-23,"Seja $T$ uma árvore AVL vazia. Supondo que os elementos 5, 10, 11, 7, 9, 3 e 6 sejam inseridos nessa ordem em $T$, indique a sequência abaixo que corresponde a um percurso de $T$ em pós-ordem."
2007-24,"Considere um arquivo texto que contenha uma mensagem de 10.000 caracteres utilizando os caracteres A, B e C, com probabilidades 0,1, 0,1 e 0,8 respectivamente. Ao utilizar o *algoritmo de Huffman* para compressão/codificação do referido texto, as seguintes afirmativas são apresentadas.

I. O comprimento médio dos códigos para os referidos caracteres é 1, 2. \
II. Se forem utilizados todos os pares possíveis de símbolos para a construção da
árvore de *Huffman*, então o comprimento médio dos códigos para os referidos pares é menor que 1, 2 por caractere. \
III. A codificação de *Huffman* a partir de todos os pares possíveis de caracteres sempre produz códigos de menor comprimento médio.

Os dados acima permitem afirmar que"
2007-30,"Suponha que tenhamos à nossa disposição um algoritmo `MULT` que efetua a multiplicação de duas matrizes $ A_{p \times q} $ e $ B_{q \times r} $ dadas como entrada com $ p \times q \times r $ multiplicações de escalares. Esse algoritmo é, então, usado para definir o seguinte problema de decisão chamado `MULTMAT`:

**ENTRADA**: vetor $ p[0], p[1], \ldots, p[n] $, um inteiro positivo $ m $.\
**QUESTÃO**: existe uma sequência de multiplicações de duas matrizes com o algoritmo `MULT` que produz o resultado de $ A_1A_2 \cdots A_n $, em que cada $ A_i $, para todo $ i \in \{ 1, 2, \ldots, n \} $, é uma matriz de dimensões $ p[i - 1] \times p[i] $, com $ m $ multiplicações de escalares no máximo?

Considere as seguintes afirmativas.

**I.** O algoritmo abaixo demonstra que `MULTMAT` está na classe de problemas $ P $.
```
Chamada: MULTMAT(p, m)
1: q ← Q(p, 0, n)
2: se q \leq m então
3:     retorna “Sim”
4: retorna “Não”

Chamada: Q(p, i, j)
5: se i = j então
6:     retorna 0
7: q ← \infty
8: para k ← i, i + 1, ..., j - 1 faça
9:     r ← Q(p, i, k) + Q(p, k + 1, j) + p[i - 1]p[k]p[j]
10:    se r < q então
11:        q ← r
12: retorna q
```
**II.** `MULTMAT` está na classe de problemas $ NP $.\
**III.** Se I e II são corretas, então $P = NP$.

Assinale a alternativa que apresenta a(s) afirmativa(s) CORRETA(S)."
2007-31,"Considere o problema do caixeiro viajante, definido como se segue.\
Sejam $S$ um conjunto de n $n \geq 0$ cidades, e $d_{ij} > 0$ a distância entre as cidades $i$ e $j$, $i, j \in S, i \neq j$. Define-se um *percurso fechado* como sendo um percurso que parte de uma cidade $i \in S$, passa exatamente uma vez por cada cidade de $S \setminus \{i\}$, e retorna à cidade de origem. A distância de um percurso fechado é definida como sendo a soma das distâncias entre cidades consecutivas no percurso. Deseja-se encontrar um percurso fechado de distância mínima. Suponha um algoritmo guloso que, partindo da cidade 1, move-se para a cidade mais próxima ainda não visitada e que repita esse processo até passar por todas as cidades, retornando à cidade 1.\
Considere as seguintes afirmativas.

I. Todo percurso fechado obtido com esse algoritmo tem distância mínima.\
II. O problema do caixeiro viajante pode ser resolvido com um algoritmo de complexidade linear no número de cidades.\
III. Dado que todo percurso fechado corresponde a uma permutação das cidades, existe um algoritmo de complexidade exponencial no número de cidades para o problema do caixeiro viajante.

Em relação a essas afirmativas, pode-se afirmar que"
2007-38,"Dado o seguinte programa escrito em C:
```
#include <stdio.h>

int main(void)
{
   int n[] = {7, 8, 9};
   int *p;

   p = &n[0];
   p++;
   printf(""Valor: %d "", *p);
   (*p)++;
   printf(""Valor: %d\n"", *p);
}
```
Qual é a resposta que será impressa na tela:"
2007-41,"Considere um banco de dados com as seguintes tabelas e campos:
$$
\begin{align*}
\begin{array}{l}
\textnormal{ALUNOS (nome-aluno, código-aluno, cidade, código-curso)} \\
\textnormal{CURSOS (nome-curso, código-curso, carga-horária)}
\end{array}
\end{align*}
$$
Assinale a alternativa que apresenta a forma mais otimizada de realizar a consulta
*“encontrar o nome dos alunos que pertencem ao curso Computação”*. (operações em ordem de execução)"
